33.1701	-62.2566	1.96892	942.147
72.0625	6.26294	11.2349	942.347
-38.9278	9.21947	51.7524	941.774
0.152834	68.0891	4.75925	941.976
51.1291	26.6345	-42.7922	942.239
43.9712	-34.4686	-44.312	942.202
15.1291	32.8977	-59.1045	942.053
-51.9091	-1.35172	38.1583	941.707
-17.8876	50.4052	-40.2823	941.883
31.0831	-53.7274	-33.2704	942.136
-19.4861	63.7467	-4.94119	941.875
-29.5527	35.8211	-47.0462	941.823
0.391497	-44.2421	-51.9962	941.977
4.71444	37.4342	57.2681	942
54.5984	5.06126	-46.7109	942.257
44.1284	49.5825	-26.0939	942.203
1.61591	-57.6061	36.769	941.984
11.7686	37.9357	-56.5171	942.036
-12.7051	66.1201	-0.661981	941.91
-3.85883	32.3911	-59.6297	941.955
61.9759	3.08324	-37.547	942.295
-15.3873	24.0715	-60.7572	941.896
-18.5932	-10.4682	-63.4127	941.879
3.69933	-65.921	-18.2766	941.994
-62.0588	3.20208	13.8628	941.655
49.6512	7.85382	51.1219	942.232
-28.1672	-9.68885	-59.1276	941.83
-28.4139	14.4938	-57.9958	941.829
30.3946	-9.07246	62.8241	942.132
69.6453	1.20373	21.9775	942.335
70.0513	-6.38426	-19.7722	942.337
-62.4137	-12.4381	0.316714	941.653
3.55669	-41.62	-54.2867	941.994
-38.6027	31.7377	42.2421	941.776
30.72	-63.1201	5.32055	942.134
48.7238	-50.6248	-13.9452	942.227
-53.8544	33.571	10.3058	941.697
40.1473	51.3712	28.2328	942.183
-44.1381	-36.8145	30.406	941.747
22.2052	-61.283	24.9931	942.09
71.1288	17.0288	-0.287358	942.343
58.7347	-40.5248	-11.6931	942.279
-63.2723	-5.9158	-1.88332	941.649
-12.9709	-48.2192	45.1421	941.908
64.1191	34.1973	-0.659612	942.306
-57.7377	21.6977	17.0681	941.677
-52.9932	-3.98379	-36.3007	941.702
-16.7194	63.5089	-13.4819	941.889
-60.9064	-16.8376	8.4761	941.661
-16.9298	50.2569	-40.991	941.888
-46.205	-13.7777	-43.3956	941.737
12.2339	11.7674	66.9939	942.039
16.3913	64.2597	-20.4643	942.06
64.8487	11.2877	-30.9109	942.31
-12.9424	6.84104	65.7047	941.909
-12.0639	47.9163	45.8089	941.913
-16.4479	9.41089	-64.329	941.89
64.6456	2.17053	-33.2041	942.309
-35.1135	-55.3137	-4.81863	941.794
6.95171	-25.7186	-63.3654	942.011
66.8695	-23.2494	-17.2003	942.321
32.8461	45.2512	43.0153	942.145
3.55534	-66.8914	14.3107	941.994
-6.58737	7.17979	67.0693	941.941
-43.1059	-27.8059	-40.0844	941.753
-28.4964	27.5374	-53.0074	941.828
30.8461	51.3765	-36.9645	942.135
56.1111	-14.4782	42.9553	942.265
-2.67983	10.6275	-67.1649	941.961
-57.1126	-21.2129	19.7482	941.68
-19.2336	-63.3398	-9.40029	941.876
39.9007	28.1691	-51.5746	942.181
-20.6859	16.6761	-61.2381	941.869
-13.5963	-43.3068	-49.6459	941.905
-31.6644	12.0845	-56.5743	941.812
29.2559	-1.38819	63.9069	942.126
42.2159	38.7503	42.2405	942.193
-56.9269	-6.77957	28.5833	941.681
7.43004	-3.56335	68.2766	942.014
64.8544	20.4263	25.7872	942.31
-20.5268	-9.47591	62.8212	941.869
-41.3603	-46.0644	-20.5529	941.762
71.0761	2.24174	-17.0884	942.342
-18.8421	-44.5199	46.2276	941.878
49.1416	38.335	-35.3686	942.229
14.3917	-45.1984	-50.4708	942.05
-61.944	-7.4094	-12.7628	941.656
13.0058	-63.4483	-24.2692	942.043
-50.6102	39.7538	-4.82762	941.714
18.0541	-61.3894	-27.1724	942.069
51.3518	48.926	11.232	942.24
67.1584	-24.7792	13.6553	942.322
11.6256	24.2835	-63.6048	942.035
64.4235	-21.4421	-25.9607	942.308
20.7632	-63.8246	-18.8312	942.083
-61.8378	-13.2081	-7.58361	941.656
-31.184	-22.0582	-53.805	941.814
-35.0115	51.0963	21.9119	941.795
44.11	33.5099	-44.9204	942.203
-9.38734	-3.97499	-66.7988	941.927
36.1355	-7.37478	-60.4045	942.162
-55.8564	-25.8446	18.0603	941.687
1.45344	55.4959	39.8692	941.983
69.1797	2.82864	-23.1639	942.333
54.6078	45.5604	11.4385	942.257
65.7518	-22.6216	21.4943	942.315
-62.7334	1.96732	-10.3837	941.651
61.7761	18.2922	33.2786	942.294
-34.848	53.9012	-14.0939	941.795
50.0536	-8.57245	50.6501	942.234
-1.08361	-37.2863	57.0555	941.97
-3.73434	42.3604	-53.0343	941.956
66.3497	-11.1711	-27.8529	942.318
36.3071	24.4998	55.6066	942.163
-11.994	66.2962	1.26659	941.913
30.991	42.129	47.1542	942.135
-0.187487	-63.6699	24.5274	941.974
-59.787	4.53436	21.9267	941.667
-8.3283	66.8743	5.89613	941.932
-37.702	-53.2713	-5.59756	941.781
69.3886	21.8297	6.4125	942.334
72.1582	12.3274	-0.778128	942.348
58.3316	-33.3157	26.6893	942.277
-42.8036	-36.9377	-32.3178	941.754
58.9399	-23.4104	-34.7677	942.28
61.2873	34.2444	-18.0218	942.292
-43.3184	6.73129	-48.1059	941.752
32.8788	23.4054	-57.8649	942.145
39.6156	22.3894	-54.5164	942.18
69.9077	-12.092	-17.4406	942.336
44.8945	49.5434	-24.9805	942.207
7.92851	-47.595	-49.054	942.016
60.8688	-10.8506	-37.7727	942.29
27.3912	-51.7072	-38.7283	942.117
-50.3526	-32.8875	23.4648	941.715
38.809	11.0233	58.3714	942.176
4.76562	-38.3856	56.6349	942
17.3308	29.3167	60.5482	942.065
-19.2512	-60.6644	20.4763	941.876
-6.01458	-45.7069	49.7345	941.944
-49.2905	-41.3377	-6.28822	941.721
30.692	63.3357	1.57925	942.134
-37.4785	-16.9026	-51.0141	941.782
4.3654	44.8196	51.6907	941.998
59.8838	-36.4351	-18.0651	942.285
59.426	-8.65958	-40.3614	942.282
32.3469	13.9745	61.0769	942.142
18.5848	47.8034	46.9846	942.071
-33.4724	-11.7992	55.4267	941.803
-58.5149	-1.75048	25.7125	941.673
-10.3654	4.42481	-66.5542	941.922
67.7878	23.2058	-13.5334	942.325
-51.1657	38.3917	8.23474	941.711
-22.3362	43.9793	-44.7992	941.86
16.2887	8.54658	66.9134	942.059
54.3282	13.9534	-45.1622	942.256
58.5543	0.616617	-42.403	942.278
62.3569	-33.241	16.4515	942.297
-55.959	24.6317	-19.3628	941.686
-53.4437	3.26187	-35.646	941.699
-32.645	-25.93	51.0071	941.807
-51.2564	34.4342	18.5971	941.711
-32.5252	41.9899	-38.9861	941.807
12.9639	49.6661	46.3535	942.042
48.0748	40.6776	-34.0467	942.224
65.4963	-2.90514	-31.565	942.314
-14.5014	55.1344	-35.5832	941.9
5.45692	61.0305	-30.9176	942.004
58.2199	42.8234	0.587194	942.276
37.6022	-50.1153	33.131	942.169
-25.906	-7.99549	-60.5829	941.842
19.0923	-66.3937	-8.39064	942.074
63.0026	-33.3742	13.6792	942.301
72.2302	9.22112	7.60613	942.348
72.4937	5.94235	8.48493	942.35
-55.8002	-23.5233	-21.1563	941.687
46.7645	-44.5529	-30.6661	942.217
-26.5142	35.8525	-49.102	941.838
-49.4103	1.36469	41.6353	941.72
27.7259	-58.5368	27.051	942.118
-52.1732	37.7851	0.343147	941.706
42.8402	-47.0443	32.0257	942.197
67.3517	-23.4917	-14.9834	942.323
72.6091	1.52175	9.45371	942.35
-45.9948	45.5308	4.62366	941.738
-32.9025	-38.6706	-41.9438	941.805
57.2392	-0.151322	-44.0211	942.271
64.4476	20.1117	-26.9514	942.308
-19.9289	45.8308	-44.3378	941.872
63.3347	-11.5099	33.6119	942.302
-27.3216	59.6677	-9.21209	941.834
72.6901	-2.06387	8.74384	942.351
32.8061	2.39669	62.4058	942.145
-14.5246	0.966882	-65.6059	941.9
39.9962	41.9234	-41.0993	942.182
39.2057	39.0022	44.5026	942.178
67.296	-27.9877	0.0453935	942.323
42.8135	4.05981	56.7835	942.196
-62.0444	-0.67878	-14.2796	941.655
26.7852	-38.6124	-52.0532	942.114
-54.3674	-22.8018	25.5499	941.695
-7.35631	62.3204	25.452	941.937
59.0991	13.9788	39.2963	942.281
-13.8813	-45.625	47.4127	941.904
-62.9023	8.84921	3.24413	941.651
20.8362	8.53253	-65.9777	942.083
13.6926	34.4272	-58.4619	942.046
69.0854	-8.59124	21.9745	942.332
-49.8089	9.98206	-39.9035	941.718
53.9778	32.2634	35.0419	942.254
-57.5594	-12.0655	-25.2749	941.678
47.1167	-43.2567	-32.009	942.219
-3.55352	52.3324	43.2601	941.957
70.1826	13.6509	15.1065	942.338
-40.7782	50.5983	-6.13487	941.765
-57.3814	12.0929	25.6974	941.679
-36.2417	-28.6041	46.617	941.788
8.33044	24.5005	63.7862	942.018
70.2295	12.4329	-15.933	942.338
-32.4071	43.8408	-37.0117	941.808
-27.7787	26.0773	-54.1796	941.832
56.4871	-29.1385	-34.162	942.267
51.5452	-39.7778	-30.3252	942.241
-14.5117	65.0049	8.93997	941.9
64.5439	20.4308	-26.4945	942.309
6.08608	-56.5861	-38.4382	942.007
-11.7558	-40.7037	-52.4211	941.915
16.2368	-28.7909	-61.0141	942.059
62.2005	19.5901	-31.7775	942.297
41.2521	-40.7633	-41.1736	942.188
36.4664	-16.2713	-58.4596	942.164
15.3043	65.786	15.6262	942.054
-35.8764	-36.2465	-41.3211	941.79
22.6139	-15.2336	64.2951	942.092
40.88	-46.3542	-35.1446	942.186
19.2776	-46.5916	47.9838	942.075
51.3532	49.0398	10.7183	942.24
-13.2231	35.8758	55.3784	941.907
70.5154	3.25262	-18.9841	942.339
28.0304	-0.677044	-64.3727	942.12
5.05257	-43.3625	52.921	942.001
25.0252	-4.02034	-65.256	942.105
25.3725	56.2671	-33.0817	942.106
49.6647	38.3364	-34.7022	942.232
-14.1645	-35.6117	-55.2332	941.902
-50.8514	39.4506	-4.52801	941.713
13.7544	60.0261	31.6038	942.046
-38.8269	-51.0757	12.7828	941.775
-43.746	44.5182	18.3367	941.749
-53.7557	29.2097	19.7889	941.698
-39.2747	-11.7737	50.9331	941.773
-23.3706	55.0352	29.2392	941.855
-36.135	-26.7109	-47.8187	941.789
8.39985	68.2707	-2.75452	942.019
64.7729	-29.0664	-15.7202	942.31
-43.5552	43.8608	-20.3188	941.75
-43.3057	-22.8818	42.8619	941.752
-37.0801	48.4637	-23.9372	941.784
-63.4695	2.64907	2.14867	941.648
65.0516	14.773	28.9875	942.311
59.8759	31.9536	-25.1736	942.284
-0.663967	63.8249	24.0165	941.972
61.1116	-3.12776	38.8262	942.291
-19.1807	43.3663	47.1403	941.876
-54.2725	34.1081	4.53695	941.695
-54.7475	11.6999	31.4747	941.693
-62.8086	8.64065	-5.18308	941.651
-47.0984	20.1891	39.6656	941.732
-3.37148	43.2023	52.4091	941.958
-42.3306	40.0222	-29.1879	941.757
-11.7243	33.701	-57.1844	941.915
70.1408	16.9386	-11.5371	942.338
16.7673	-29.2209	60.7077	942.062
-53.7988	19.5023	-29.3156	941.698
2.97355	30.5107	-61.2086	941.991
66.6829	11.6748	-26.8922	942.32
-20.8962	-18.6706	-60.5707	941.867
-48.9299	-38.9664	-16.398	941.723
